,Дата,Цена,Откр.,Макс.,Мин.,Объём,Изм. %
15185,01.09.2000,"4.234,33","4.252,15","4.259,87","4.192,89",-,"0,67%"
15186,31.08.2000,"4.206,35","4.127,19","4.208,73","4.127,19",-,"2,50%"
15187,30.08.2000,"4.103,81","4.076,50","4.115,99","4.065,82",-,"0,53%"
15188,29.08.2000,"4.082,17","4.074,21","4.093,88","4.056,26",-,"0,28%"
15189,28.08.2000,"4.070,59","4.049,18","4.097,33","4.048,01",-,"0,69%"
15190,25.08.2000,"4.042,68","4.049,84","4.083,12","4.025,59",-,"-0,26%"
15191,24.08.2000,"4.053,28","4.020,99","4.055,44","4.004,77",-,"1,05%"
15192,23.08.2000,"4.011,01","3.935,51","4.011,76","3.902,11",-,"1,33%"
15193,22.08.2000,"3.958,21","3.970,16","4.011,15","3.957,85",-,"0,13%"
15194,21.08.2000,"3.953,15","3.966,23","3.985,62","3.917,94",-,"0,58%"
15195,18.08.2000,"3.930,34","3.958,70","3.980,26","3.925,95",-,"-0,27%"
15196,17.08.2000,"3.940,87","3.858,88","3.947,05","3.857,75",-,"2,06%"
15197,16.08.2000,"3.861,20","3.878,58","3.914,84","3.844,17",-,"0,25%"
15198,15.08.2000,"3.851,66","3.846,83","3.888,92","3.831,96",-,"0,05%"
15199,14.08.2000,"3.849,69","3.804,69","3.850,27","3.767,37",-,"1,59%"
15200,11.08.2000,"3.789,47","3.741,62","3.789,98","3.686,86",-,"0,78%"
15201,10.08.2000,"3.759,99","3.843,58","3.847,29","3.759,99",-,"-2,43%"
15202,09.08.2000,"3.853,50","3.915,26","3.936,46","3.849,77",-,"0,13%"
15203,08.08.2000,"3.848,55","3.850,87","3.893,05","3.839,58",-,"-0,37%"
15204,07.08.2000,"3.862,99","3.819,38","3.870,26","3.795,61",-,"2,00%"
15205,04.08.2000,"3.787,36","3.812,31","3.846,98","3.751,22",-,"0,73%"
15206,03.08.2000,"3.759,88","3.554,68","3.761,07","3.521,14",-,"2,77%"
15207,02.08.2000,"3.658,46","3.684,12","3.753,95","3.651,81",-,"-0,73%"
15208,01.08.2000,"3.685,52","3.760,95","3.766,92","3.682,45",-,"-2,16%"
15209,31.07.2000,"3.766,99","3.692,43","3.767,89","3.615,79",-,"2,84%"
15210,28.07.2000,"3.663,00","3.855,10","3.867,80","3.642,28",-,"-4,66%"
15211,27.07.2000,"3.842,23","3.938,14","3.954,96","3.841,62",-,"-3,65%"
15212,26.07.2000,"3.987,72","3.998,03","4.002,70","3.906,55",-,"-1,04%"
15213,25.07.2000,"4.029,57","4.015,41","4.034,80","3.955,36",-,"1,21%"
15214,24.07.2000,"3.981,57","4.109,65","4.125,80","3.976,51",-,"-2,76%"
15215,21.07.2000,"4.094,45","4.154,00","4.163,34","4.093,76",-,"-2,15%"
15216,20.07.2000,"4.184,56","4.106,63","4.184,56","4.106,63",-,"3,18%"
15217,19.07.2000,"4.055,63","4.154,37","4.159,39","4.047,43",-,"-2,91%"
15218,18.07.2000,"4.177,17","4.233,49","4.237,85","4.161,89",-,"-2,28%"
15219,17.07.2000,"4.274,67","4.243,55","4.289,06","4.215,86",-,"0,67%"
15220,14.07.2000,"4.246,18","4.221,80","4.252,22","4.174,60",-,"1,71%"
15221,13.07.2000,"4.174,86","4.128,81","4.193,24","4.111,16",-,"1,84%"
15222,12.07.2000,"4.099,59","4.024,59","4.103,65","4.001,73",-,"3,62%"
15223,11.07.2000,"3.956,42","3.970,42","4.029,30","3.936,75",-,"-0,60%"
15224,10.07.2000,"3.980,29","3.993,62","4.028,54","3.976,20",-,"-1,07%"
15225,07.07.2000,"4.023,20","3.978,38","4.054,05","3.960,81",-,"1,58%"
15226,06.07.2000,"3.960,57","3.872,91","3.961,10","3.820,34",-,"2,52%"
15227,05.07.2000,"3.863,10","3.949,76","3.950,19","3.859,20",-,"-3,23%"
15228,03.07.2000,"3.991,93","3.950,59","3.995,85","3.942,93",-,"0,65%"
15229,30.06.2000,"3.966,11","3.889,51","3.967,49","3.889,33",-,"2,29%"
15230,29.06.2000,"3.877,23","3.900,29","3.929,10","3.838,85",-,"-1,60%"
15231,28.06.2000,"3.940,34","3.877,77","3.974,48","3.872,17",-,"2,11%"
15232,27.06.2000,"3.858,96","3.904,40","3.945,75","3.858,95",-,"-1,36%"
15233,26.06.2000,"3.912,12","3.884,65","3.914,51","3.852,41",-,"1,74%"
15234,23.06.2000,"3.845,34","3.950,05","3.957,68","3.830,23",-,"-2,32%"
15235,22.06.2000,"3.936,84","4.073,73","4.073,73","3.936,84",-,"-3,13%"
15236,21.06.2000,"4.064,01","3.965,37","4.073,16","3.961,30",-,"1,26%"
15237,20.06.2000,"4.013,36","4.003,09","4.050,58","3.982,23",-,"0,59%"
15238,19.06.2000,"3.989,83","3.825,69","3.990,79","3.825,69",-,"3,35%"
15239,16.06.2000,"3.860,56","3.877,07","3.883,15","3.822,34",-,"0,39%"
15240,15.06.2000,"3.845,74","3.802,19","3.849,94","3.763,74",-,"1,27%"
15241,14.06.2000,"3.797,41","3.875,04","3.883,34","3.797,00",-,"-1,39%"
15242,13.06.2000,"3.851,06","3.743,91","3.851,43","3.695,35",-,"2,21%"
15243,12.06.2000,"3.767,91","3.892,05","3.892,05","3.767,88",-,"-2,76%"
15244,09.06.2000,"3.874,84","3.892,75","3.893,67","3.825,56",-,"1,29%"
15245,08.06.2000,"3.825,56","3.886,04","3.890,02","3.797,41",-,"-0,36%"
15246,07.06.2000,"3.839,26","3.766,55","3.839,37","3.725,87",-,"2,21%"
15247,06.06.2000,"3.756,37","3.825,98","3.884,01","3.749,18",-,"-1,71%"
15248,05.06.2000,"3.821,76","3.773,24","3.875,66","3.765,60",-,"0,22%"
15249,02.06.2000,"3.813,38","3.728,95","3.814,50","3.728,95",-,"6,44%"
15250,01.06.2000,"3.582,50","3.471,95","3.583,27","3.400,91",-,"5,34%"
15251,31.05.2000,"3.400,91","3.428,25","3.501,51","3.399,62",-,"-1,69%"
15252,30.05.2000,"3.459,48","3.286,54","3.460,24","3.286,54",-,"7,94%"
15253,26.05.2000,"3.205,11","3.215,28","3.256,63","3.150,78",-,"-0,01%"
15254,25.05.2000,"3.205,35","3.308,51","3.367,71","3.196,36",-,"-2,00%"
15255,24.05.2000,"3.270,61","3.155,14","3.276,19","3.042,66",-,"3,35%"
15256,23.05.2000,"3.164,55","3.346,66","3.389,60","3.163,97",-,"-5,93%"
15257,22.05.2000,"3.364,21","3.390,95","3.390,95","3.172,65",-,"-0,77%"
15258,19.05.2000,"3.390,40","3.480,63","3.538,71","3.381,73",-,"-4,19%"
15259,18.05.2000,"3.538,71","3.660,24","3.663,84","3.538,71",-,"-2,91%"
15260,17.05.2000,"3.644,96","3.649,54","3.717,57","3.616,27",-,"-1,95%"
15261,16.05.2000,"3.717,57","3.674,89","3.729,12","3.626,99",-,"3,05%"
15262,15.05.2000,"3.607,65","3.533,21","3.607,77","3.445,13",-,"2,23%"
15263,12.05.2000,"3.529,06","3.546,24","3.619,69","3.523,20",-,"0,84%"
15264,11.05.2000,"3.499,58","3.450,06","3.502,53","3.384,73",-,"3,39%"
15265,10.05.2000,"3.384,73","3.525,02","3.584,83","3.367,06",-,"-5,59%"
15266,09.05.2000,"3.585,01","3.704,85","3.708,74","3.540,82",-,"-2,30%"
15267,08.05.2000,"3.669,38","3.758,46","3.765,22","3.669,11",-,"-3,86%"
15268,05.05.2000,"3.816,82","3.694,28","3.818,40","3.694,28",-,"2,60%"
15269,04.05.2000,"3.720,24","3.723,27","3.762,47","3.679,43",-,"0,35%"
15270,03.05.2000,"3.707,31","3.755,30","3.787,43","3.592,79",-,"-2,06%"
15271,02.05.2000,"3.785,45","3.927,92","3.948,63","3.784,54",-,"-4,36%"
15272,01.05.2000,"3.958,08","3.930,18","3.982,38","3.899,71",-,"2,52%"
15273,28.04.2000,"3.860,66","3.830,61","3.873,85","3.774,03",-,"2,30%"
15274,27.04.2000,"3.774,03","3.519,13","3.774,11","3.513,76",-,"3,97%"
15275,26.04.2000,"3.630,09","3.728,99","3.777,08","3.629,36",-,"-2,19%"
15276,25.04.2000,"3.711,23","3.592,73","3.711,57","3.583,92",-,"6,57%"
15277,24.04.2000,"3.482,48","3.466,69","3.496,82","3.345,25",-,"-4,43%"
15278,20.04.2000,"3.643,88","3.735,08","3.751,33","3.599,68",-,"-1,69%"
15279,19.04.2000,"3.706,41","3.832,65","3.851,56","3.698,33",-,"-2,30%"
15280,18.04.2000,"3.793,57","3.596,15","3.794,97","3.563,83",-,"7,19%"
15281,17.04.2000,"3.539,16","3.232,94","3.539,77","3.227,04",-,"6,56%"
15282,14.04.2000,"3.321,29","3.597,44","3.615,64","3.265,98",-,"-9,67%"
15283,13.04.2000,"3.676,78","3.839,56","3.914,68","3.676,67",-,"-2,46%"
15284,12.04.2000,"3.769,63","4.050,32","4.077,92","3.769,17",-,"-7,06%"
15285,11.04.2000,"4.055,90","4.094,61","4.182,96","4.009,52",-,"-3,16%"
15286,10.04.2000,"4.188,20","4.475,20","4.475,20","4.188,17",-,"-5,81%"
15287,07.04.2000,"4.446,45","4.354,13","4.446,45","4.323,18",-,"4,19%"
15288,06.04.2000,"4.267,56","4.266,80","4.324,09","4.196,51",-,"2,36%"
15289,05.04.2000,"4.169,22","4.025,90","4.286,88","4.009,09",-,"0,49%"
15290,04.04.2000,"4.148,89","4.283,45","4.283,45","3.649,11",-,"-1,77%"
15291,03.04.2000,"4.223,68","4.494,89","4.572,84","4.193,10",-,"-7,64%"
15292,31.03.2000,"4.572,83","4.550,21","4.606,48","4.381,38",-,"2,58%"
15293,30.03.2000,"4.457,89","4.540,44","4.683,88","4.355,69",-,"-4,02%"
15294,29.03.2000,"4.644,67","4.860,02","4.860,02","4.641,01",-,"-3,91%"
15295,28.03.2000,"4.833,89","4.939,05","4.952,93","4.833,89",-,"-2,51%"
15296,27.03.2000,"4.958,56","4.994,42","5.022,23","4.946,61",-,"-0,09%"
15297,24.03.2000,"4.963,03","4.986,54","5.078,86","4.902,83",-,"0,45%"
15298,23.03.2000,"4.940,61","4.874,17","4.975,66","4.864,75",-,"1,56%"
15299,22.03.2000,"4.864,75","4.750,54","4.900,42","4.736,90",-,"3,25%"
15300,21.03.2000,"4.711,68","4.589,52","4.712,24","4.467,53",-,"2,21%"
15301,20.03.2000,"4.610,00","4.812,14","4.822,70","4.610,00",-,"-3,92%"
15302,17.03.2000,"4.798,13","4.702,03","4.805,94","4.702,03",-,"1,71%"
15303,16.03.2000,"4.717,39","4.658,44","4.717,76","4.455,10",-,"2,94%"
15304,15.03.2000,"4.582,62","4.758,44","4.758,44","4.553,92",-,"-2,63%"
15305,14.03.2000,"4.706,63","4.997,31","5.013,49","4.706,61",-,"-4,09%"
15306,13.03.2000,"4.907,24","4.879,03","5.027,73","4.839,26",-,"-2,80%"
15307,10.03.2000,"5.048,62","5.060,34","5.132,52","5.039,35",-,"0,03%"
15308,09.03.2000,"5.046,86","4.913,08","5.047,96","4.857,57",-,"3,05%"
15309,08.03.2000,"4.897,26","4.920,86","4.923,14","4.722,14",-,"1,02%"
15310,07.03.2000,"4.847,84","4.991,97","5.006,78","4.829,88",-,"-1,16%"
15311,06.03.2000,"4.904,85","4.935,65","4.980,15","4.887,88",-,"-0,20%"
15312,03.03.2000,"4.914,79","4.846,01","4.914,79","4.813,82",-,"3,37%"
15313,02.03.2000,"4.754,51","4.816,81","4.829,01","4.705,45",-,"-0,62%"
15314,01.03.2000,"4.784,08","4.732,82","4.796,90","4.696,69",-,"1,86%"
15315,29.02.2000,"4.696,69","4.646,64","4.698,46","4.637,17",-,"2,60%"
15316,28.02.2000,"4.577,85","4.575,07","4.626,72","4.466,42",-,"-0,28%"
15317,25.02.2000,"4.590,50","4.618,83","4.662,93","4.576,19",-,"-0,59%"
15318,24.02.2000,"4.617,65","4.583,89","4.620,03","4.495,20",-,"1,48%"
15319,23.02.2000,"4.550,33","4.406,88","4.567,97","4.382,12",-,"3,84%"
15320,22.02.2000,"4.382,12","4.432,83","4.443,94","4.291,01",-,"-0,67%"
15321,18.02.2000,"4.411,74","4.563,72","4.564,45","4.404,61",-,"-3,02%"
15322,17.02.2000,"4.548,92","4.483,01","4.553,14","4.444,75",-,"2,74%"
15323,16.02.2000,"4.427,65","4.427,19","4.477,64","4.413,66",-,"0,16%"
15324,15.02.2000,"4.420,77","4.415,52","4.440,62","4.291,10",-,"0,05%"
15325,14.02.2000,"4.418,55","4.434,38","4.435,96","4.355,54",-,"0,53%"
15326,11.02.2000,"4.395,45","4.489,33","4.489,79","4.360,54",-,"-2,01%"
15327,10.02.2000,"4.485,63","4.390,16","4.485,67","4.357,69",-,"2,81%"
15328,09.02.2000,"4.363,24","4.460,18","4.460,76","4.362,74",-,"-1,45%"
15329,08.02.2000,"4.427,50","4.370,01","4.428,48","4.370,01",-,"2,45%"
15330,07.02.2000,"4.321,77","4.274,03","4.321,96","4.244,15",-,"1,83%"
15331,04.02.2000,"4.244,14","4.242,15","4.294,84","4.210,99",-,"0,79%"
15332,03.02.2000,"4.210,98","4.134,65","4.211,06","4.085,53",-,"3,36%"
15333,02.02.2000,"4.073,96","4.059,03","4.125,75","4.051,44",-,"0,54%"
15334,01.02.2000,"4.051,98","3.961,07","4.053,16","3.911,84",-,"2,83%"
15335,31.01.2000,"3.940,35","3.873,84","3.940,46","3.748,03",-,"1,37%"
15336,28.01.2000,"3.887,07","4.010,14","4.048,31","3.856,23",-,"-3,77%"
15337,27.01.2000,"4.039,56","4.120,50","4.140,09","3.973,59",-,"-0,75%"
15338,26.01.2000,"4.069,91","4.174,72","4.174,72","4.069,91",-,"-2,34%"
15339,25.01.2000,"4.167,41","4.124,75","4.167,63","4.028,51",-,"1,74%"
15340,24.01.2000,"4.096,08","4.290,38","4.303,15","4.095,31",-,"-3,29%"
15341,21.01.2000,"4.235,40","4.236,65","4.238,00","4.168,30",-,"1,10%"
15342,20.01.2000,"4.189,51","4.205,06","4.227,35","4.143,61",-,"0,92%"
15343,19.01.2000,"4.151,29","4.116,27","4.164,65","4.084,73",-,"0,50%"
15344,18.01.2000,"4.130,81","4.059,65","4.148,00","4.053,21",-,"1,64%"
15345,14.01.2000,"4.064,27","4.045,72","4.091,95","4.045,72",-,"2,71%"
15346,13.01.2000,"3.957,21","3.915,14","3.957,47","3.858,22",-,"2,78%"
15347,12.01.2000,"3.850,02","3.950,95","3.950,98","3.834,53",-,"-1,82%"
15348,11.01.2000,"3.921,19","4.031,38","4.066,66","3.904,82",-,"-3,17%"
15349,10.01.2000,"4.049,67","4.002,23","4.072,36","3.882,63",-,"4,30%"
15350,07.01.2000,"3.882,62","3.711,09","3.882,67","3.711,09",-,"4,17%"
15351,06.01.2000,"3.727,13","3.834,44","3.868,76","3.715,62",-,"-3,88%"
15352,05.01.2000,"3.877,54","3.854,35","3.924,21","3.734,87",-,"-0,62%"
15353,04.01.2000,"3.901,69","4.020,00","4.073,25","3.898,23",-,"-5,55%"
15354,03.01.2000,"4.131,15","4.186,19","4.192,19","3.989,71",-,"1,52%"
15355,31.12.1999,"4.069,31","4.056,99","4.082,37","4.032,33",-,"0,80%"
15356,30.12.1999,"4.036,87","4.079,03","4.090,61","4.026,19",-,"-0,11%"
15357,29.12.1999,"4.041,46","3.990,54","4.041,54","3.987,88",-,"1,75%"
15358,28.12.1999,"3.972,11","3.977,88","4.022,51","3.943,04",-,"-0,08%"
15359,27.12.1999,"3.975,38","4.001,90","4.001,90","3.902,35",-,"0,15%"
15360,23.12.1999,"3.969,44","3.966,46","4.001,63","3.937,33",-,"0,82%"
15361,22.12.1999,"3.937,30","3.935,49","3.948,48","3.878,06",-,"0,67%"
15362,21.12.1999,"3.911,15","3.798,25","3.911,17","3.785,78",-,"3,36%"
15363,20.12.1999,"3.783,87","3.782,06","3.801,93","3.747,79",-,"0,82%"
15364,17.12.1999,"3.753,06","3.792,23","3.796,80","3.742,68",-,"1,02%"
15365,16.12.1999,"3.715,06","3.669,23","3.715,25","3.666,23",-,"2,57%"
15366,15.12.1999,"3.621,95","3.546,73","3.621,98","3.503,70",-,"1,41%"
15367,14.12.1999,"3.571,66","3.669,21","3.669,85","3.571,26",-,"-2,36%"
15368,13.12.1999,"3.658,17","3.624,67","3.668,16","3.597,98",-,"1,05%"
15369,10.12.1999,"3.620,24","3.633,55","3.636,65","3.560,91",-,"0,73%"
15370,09.12.1999,"3.594,17","3.643,57","3.647,55","3.514,91",-,"0,23%"
15371,08.12.1999,"3.586,08","3.588,82","3.625,47","3.579,51",-,"-0,02%"
15372,07.12.1999,"3.586,92","3.573,30","3.589,06","3.532,41",-,"1,15%"
15373,06.12.1999,"3.546,01","3.531,24","3.570,91","3.507,30",-,"0,72%"
15374,03.12.1999,"3.520,63","3.507,30","3.553,56","3.507,30",-,"1,97%"
15375,02.12.1999,"3.452,78","3.371,85","3.452,78","3.371,85",-,"2,95%"
15376,01.12.1999,"3.353,71","3.341,10","3.375,80","3.321,57",-,"0,53%"
15377,30.11.1999,"3.336,16","3.424,61","3.424,61","3.326,53",-,"-2,49%"
15378,29.11.1999,"3.421,37","3.458,13","3.468,32","3.421,36",-,"-0,77%"
15379,26.11.1999,"3.447,81","3.455,14","3.469,35","3.444,13",-,"0,80%"
15380,24.11.1999,"3.420,50","3.351,66","3.420,50","3.328,03",-,"2,32%"
15381,23.11.1999,"3.342,87","3.408,68","3.411,23","3.320,67",-,"-1,46%"
15382,22.11.1999,"3.392,56","3.399,06","3.400,23","3.357,68",-,"0,69%"
15383,19.11.1999,"3.369,25","3.351,75","3.373,00","3.335,63",-,"0,66%"
15384,18.11.1999,"3.347,11","3.301,49","3.347,11","3.288,68",-,"2,38%"
15385,17.11.1999,"3.269,39","3.308,88","3.324,24","3.268,85",-,"-0,79%"
15386,16.11.1999,"3.295,52","3.242,92","3.295,52","3.219,54",-,"2,36%"
15387,15.11.1999,"3.219,54","3.230,26","3.236,35","3.214,58",-,"-0,05%"
15388,12.11.1999,"3.221,15","3.220,98","3.222,99","3.124,77",-,"0,75%"
15389,11.11.1999,"3.197,29","3.186,41","3.201,38","3.169,04",-,"1,31%"
15390,10.11.1999,"3.155,96","3.126,09","3.186,57","3.122,04",-,"0,99%"
15391,09.11.1999,"3.125,04","3.172,99","3.174,81","3.099,22",-,"-0,60%"
15392,08.11.1999,"3.143,97","3.072,04","3.148,20","3.068,86",-,"1,34%"
15393,05.11.1999,"3.102,29","3.100,13","3.118,06","3.081,46",-,"1,52%"
15394,04.11.1999,"3.055,95","3.067,08","3.077,41","3.028,52",-,"0,91%"
15395,03.11.1999,"3.028,51","3.021,53","3.040,94","3.011,94",-,"1,57%"
15396,02.11.1999,"2.981,63","2.984,43","3.014,84","2.971,68",-,"0,47%"
15397,01.11.1999,"2.967,65","2.970,93","2.997,90","2.967,63",-,"0,04%"
15398,29.10.1999,"2.966,43","2.919,37","2.978,63","2.919,37",-,"3,17%"
15399,28.10.1999,"2.875,22","2.832,81","2.875,48","2.830,08",-,"2,59%"
15400,27.10.1999,"2.802,52","2.811,94","2.812,50","2.768,87",-,"-0,32%"
15401,26.10.1999,"2.811,47","2.851,99","2.859,92","2.811,20",-,"-0,16%"
15402,25.10.1999,"2.815,95","2.813,29","2.832,66","2.793,54",-,"-0,02%"
15403,22.10.1999,"2.816,52","2.827,23","2.843,60","2.807,54",-,"0,52%"
15404,21.10.1999,"2.801,95","2.727,74","2.805,07","2.724,74",-,"0,50%"
15405,20.10.1999,"2.788,13","2.745,62","2.788,13","2.728,00",-,"3,72%"
15406,19.10.1999,"2.688,18","2.725,57","2.729,30","2.674,90",-,"-0,04%"
15407,18.10.1999,"2.689,15","2.726,30","2.730,49","2.632,01",-,"-1,56%"
15408,15.10.1999,"2.731,83","2.748,10","2.763,04","2.704,28",-,"-2,67%"
15409,14.10.1999,"2.806,84","2.816,02","2.821,69","2.766,46",-,"0,20%"
15410,13.10.1999,"2.801,27","2.834,94","2.864,22","2.787,86",-,"-2,48%"
15411,12.10.1999,"2.872,43","2.921,41","2.923,32","2.869,44",-,"-1,49%"
15412,11.10.1999,"2.915,95","2.890,73","2.920,73","2.890,54",-,"1,02%"
15413,08.10.1999,"2.886,57","2.861,72","2.886,59","2.825,86",-,"0,90%"
15414,07.10.1999,"2.860,70","2.874,75","2.886,20","2.847,18",-,"0,12%"
15415,06.10.1999,"2.857,21","2.822,60","2.857,43","2.822,60",-,"2,06%"
15416,05.10.1999,"2.799,67","2.804,62","2.833,96","2.765,37",-,"0,13%"
15417,04.10.1999,"2.795,97","2.751,54","2.795,99","2.747,69",-,"2,16%"
15418,01.10.1999,"2.736,85","2.729,04","2.739,77","2.698,01",-,"-0,34%"
15419,30.09.1999,"2.746,16","2.744,35","2.765,41","2.717,96",-,"0,58%"
15420,29.09.1999,"2.730,27","2.759,97","2.772,43","2.728,90",-,"-0,94%"
15421,28.09.1999,"2.756,25","2.752,24","2.763,75","2.694,74",-,"-0,20%"
15422,27.09.1999,"2.761,75","2.781,42","2.794,16","2.758,96",-,"0,78%"
15423,24.09.1999,"2.740,41","2.728,23","2.746,78","2.684,70",-,"-0,34%"
15424,23.09.1999,"2.749,83","2.879,90","2.880,10","2.741,94",-,"-3,79%"
15425,22.09.1999,"2.858,16","2.832,10","2.858,19","2.802,18",-,"1,31%"
15426,21.09.1999,"2.821,10","2.863,56","2.863,56","2.819,69",-,"-2,25%"
15427,20.09.1999,"2.886,15","2.877,53","2.890,72","2.858,79",-,"0,58%"
15428,17.09.1999,"2.869,62","2.825,86","2.869,65","2.824,19",-,"2,24%"
15429,16.09.1999,"2.806,72","2.820,84","2.820,84","2.756,03",-,"-0,26%"
15430,15.09.1999,"2.814,17","2.887,23","2.888,83","2.813,25",-,"-1,89%"
15431,14.09.1999,"2.868,29","2.843,53","2.870,26","2.837,93",-,"0,83%"
15432,13.09.1999,"2.844,77","2.879,78","2.883,36","2.844,76",-,"-1,46%"
15433,10.09.1999,"2.887,06","2.880,73","2.897,53","2.855,28",-,"1,23%"
15434,09.09.1999,"2.852,02","2.826,60","2.852,04","2.807,95",-,"1,54%"
15435,08.09.1999,"2.808,74","2.824,02","2.851,12","2.806,60",-,"-1,01%"
15436,07.09.1999,"2.837,26","2.840,12","2.860,16","2.833,02",-,"-0,21%"
15437,03.09.1999,"2.843,11","2.793,66","2.843,11","2.793,66",-,"3,98%"
15438,02.09.1999,"2.734,24","2.716,15","2.750,82","2.698,18",-,"-0,60%"
15439,01.09.1999,"2.750,80","2.752,33","2.768,55","2.739,11",-,"0,42%"
15440,31.08.1999,"2.739,35","2.717,26","2.739,90","2.671,67",-,"0,98%"
15441,30.08.1999,"2.712,69","2.763,83","2.769,07","2.703,10",-,"-1,67%"
15442,27.08.1999,"2.758,90","2.792,47","2.795,18","2.752,48",-,"-0,57%"
15443,26.08.1999,"2.774,62","2.808,42","2.819,90","2.774,11",-,"-1,10%"
15444,25.08.1999,"2.805,60","2.772,82","2.810,10","2.750,72",-,"1,93%"
15445,24.08.1999,"2.752,37","2.708,80","2.777,00","2.708,06",-,"1,21%"
15446,23.08.1999,"2.719,57","2.670,70","2.719,91","2.670,70",-,"2,69%"
15447,20.08.1999,"2.648,33","2.635,05","2.648,41","2.620,21",-,"1,03%"
15448,19.08.1999,"2.621,43","2.637,74","2.638,76","2.612,28",-,"-1,37%"
15449,18.08.1999,"2.657,73","2.671,13","2.683,15","2.657,39",-,"-0,51%"
15450,17.08.1999,"2.671,22","2.674,47","2.680,00","2.631,34",-,"0,98%"
15451,16.08.1999,"2.645,28","2.644,67","2.661,15","2.623,05",-,"0,28%"
15452,13.08.1999,"2.637,81","2.590,17","2.637,82","2.590,17",-,"3,46%"
15453,12.08.1999,"2.549,49","2.567,21","2.586,10","2.548,51",-,"-0,60%"
15454,11.08.1999,"2.564,98","2.532,54","2.565,15","2.501,78",-,"3,01%"
15455,10.08.1999,"2.490,11","2.513,14","2.521,65","2.442,22",-,"-1,15%"
15456,09.08.1999,"2.518,98","2.562,05","2.563,72","2.517,46",-,"-1,14%"
15457,06.08.1999,"2.547,97","2.552,03","2.592,33","2.535,63",-,"-0,70%"
15458,05.08.1999,"2.565,83","2.539,24","2.565,83","2.474,41",-,"1,02%"
15459,04.08.1999,"2.540,00","2.590,20","2.603,68","2.538,88",-,"-1,85%"
15460,03.08.1999,"2.587,99","2.647,81","2.649,21","2.564,25",-,"-1,36%"
15461,02.08.1999,"2.623,63","2.638,31","2.670,81","2.617,22",-,"-0,56%"
15462,30.07.1999,"2.638,49","2.657,83","2.676,45","2.631,87",-,"-0,06%"
15463,29.07.1999,"2.640,01","2.663,96","2.705,84","2.627,80",-,"-2,43%"
15464,28.07.1999,"2.705,84","2.684,04","2.709,76","2.660,62",-,"0,99%"
15465,27.07.1999,"2.679,33","2.658,26","2.685,04","2.650,18",-,"2,30%"
15466,26.07.1999,"2.619,19","2.656,30","2.666,66","2.619,08",-,"-2,72%"
15467,23.07.1999,"2.692,40","2.700,86","2.708,87","2.668,43",-,"0,30%"
15468,22.07.1999,"2.684,44","2.749,05","2.749,05","2.679,35",-,"-2,80%"
15469,21.07.1999,"2.761,77","2.742,83","2.769,60","2.728,37",-,"1,08%"
15470,20.07.1999,"2.732,18","2.806,37","2.830,28","2.728,81",-,"-3,47%"
15471,19.07.1999,"2.830,29","2.874,61","2.874,92","2.829,89",-,"-1,19%"
15472,16.07.1999,"2.864,48","2.851,52","2.871,90","2.839,37",-,"0,88%"
15473,15.07.1999,"2.839,37","2.828,61","2.840,03","2.813,52",-,"0,75%"
15474,14.07.1999,"2.818,13","2.796,62","2.818,14","2.771,21",-,"1,44%"
15475,13.07.1999,"2.778,23","2.768,82","2.790,55","2.755,84",-,"-0,44%"
15476,12.07.1999,"2.790,44","2.805,08","2.812,35","2.774,77",-,"-0,09%"
15477,09.07.1999,"2.793,07","2.785,34","2.793,26","2.767,37",-,"0,77%"
15478,08.07.1999,"2.771,86","2.744,48","2.775,52","2.731,12",-,"1,05%"
15479,07.07.1999,"2.743,04","2.742,33","2.748,82","2.724,37",-,"0,23%"
15480,06.07.1999,"2.736,78","2.760,01","2.787,17","2.733,63",-,"-0,15%"
15481,02.07.1999,"2.741,02","2.712,90","2.741,02","2.706,18",-,"1,29%"
15482,01.07.1999,"2.706,18","2.692,96","2.711,76","2.658,26",-,"0,75%"
15483,30.06.1999,"2.686,12","2.639,79","2.696,87","2.621,06",-,"1,67%"
15484,29.06.1999,"2.642,11","2.602,98","2.642,11","2.594,32",-,"1,52%"
15485,28.06.1999,"2.602,44","2.568,47","2.602,45","2.554,95",-,"1,95%"
15486,25.06.1999,"2.552,65","2.573,00","2.587,15","2.542,36",-,"-0,05%"
15487,24.06.1999,"2.553,99","2.596,71","2.598,13","2.550,14",-,"-1,70%"
15488,23.06.1999,"2.598,12","2.569,40","2.598,13","2.557,46",-,"0,69%"
15489,22.06.1999,"2.580,26","2.618,34","2.642,36","2.580,26",-,"-1,90%"
15490,21.06.1999,"2.630,28","2.578,20","2.630,28","2.563,44",-,"2,61%"
15491,18.06.1999,"2.563,44","2.524,81","2.564,44","2.524,81",-,"0,76%"
15492,17.06.1999,"2.544,15","2.500,35","2.549,99","2.494,28",-,"1,05%"
15493,16.06.1999,"2.517,83","2.465,01","2.517,85","2.414,66",-,"4,27%"
15494,15.06.1999,"2.414,67","2.403,47","2.434,52","2.397,40",-,"0,68%"
15495,14.06.1999,"2.398,31","2.453,23","2.456,17","2.397,12",-,"-2,03%"
15496,11.06.1999,"2.447,88","2.495,59","2.506,19","2.442,87",-,"-1,48%"
15497,10.06.1999,"2.484,62","2.504,24","2.523,49","2.468,58",-,"-1,38%"
15498,09.06.1999,"2.519,35","2.495,12","2.519,57","2.491,71",-,"1,81%"
