,Дата,Цена,Откр.,Макс.,Мин.,Объём,Изм. %
3422,12.09.2007,"2.592,07","2.592,83","2.612,18","2.590,38","776,33M","-0,21%"
3423,11.09.2007,"2.597,47","2.573,28","2.598,94","2.572,86","745,90M","1,50%"
3424,10.09.2007,"2.559,11","2.581,78","2.588,88","2.536,93","783,22M","-0,26%"
3425,07.09.2007,"2.565,70","2.581,48","2.584,28","2.556,59","806,14M","-1,86%"
3426,06.09.2007,"2.614,32","2.615,74","2.620,89","2.595,52","772,22M","0,32%"
3427,05.09.2007,"2.605,95","2.618,28","2.621,54","2.596,70","841,92M","-0,92%"
3428,04.09.2007,"2.630,24","2.596,38","2.644,45","2.596,38","803,18M","1,30%"
3429,31.08.2007,"2.596,36","2.596,19","2.603,11","2.579,79","704,76M","1,21%"
3430,30.08.2007,"2.565,30","2.545,08","2.587,86","2.542,48","730,53M","0,08%"
3431,29.08.2007,"2.563,16","2.518,82","2.563,16","2.512,60","713,32M","2,50%"
3432,28.08.2007,"2.500,64","2.546,39","2.548,06","2.500,55","698,99M","-2,37%"
3433,27.08.2007,"2.561,25","2.570,41","2.573,83","2.557,48","578,27M","-0,60%"
3434,24.08.2007,"2.576,69","2.539,65","2.576,69","2.534,64","708,17M","1,38%"
3435,23.08.2007,"2.541,70","2.562,41","2.565,35","2.530,57","750,77M","-0,43%"
3436,22.08.2007,"2.552,80","2.542,99","2.554,90","2.533,74","789,64M","1,25%"
3437,21.08.2007,"2.521,30","2.502,31","2.529,66","2.500,66","768,90M","0,51%"
3438,20.08.2007,"2.508,59","2.511,07","2.516,31","2.487,44","779,99M","0,14%"
3439,17.08.2007,"2.505,03","2.510,38","2.524,96","2.466,36","1,31B","2,20%"
3440,16.08.2007,"2.451,07","2.440,91","2.460,50","2.386,69","1,54B","-0,32%"
3441,15.08.2007,"2.458,83","2.492,76","2.520,39","2.457,89","1,03B","-1,61%"
3442,14.08.2007,"2.499,12","2.549,26","2.552,49","2.499,12","901,25M","-1,70%"
3443,13.08.2007,"2.542,24","2.566,60","2.572,51","2.541,35","1,03B","-0,10%"
3444,10.08.2007,"2.544,89","2.529,54","2.569,25","2.503,16","1,44B","-0,45%"
3445,09.08.2007,"2.556,49","2.573,03","2.615,93","2.556,49","1,64B","-2,16%"
3446,08.08.2007,"2.612,98","2.582,60","2.627,75","2.582,60","1,68B","2,01%"
3447,07.08.2007,"2.561,60","2.532,78","2.577,81","2.523,44","1,30B","0,56%"
3448,06.08.2007,"2.547,33","2.524,87","2.547,33","2.491,96","1,28B","1,44%"
3449,03.08.2007,"2.511,25","2.572,92","2.575,58","2.511,12","1,20B","-2,51%"
3450,02.08.2007,"2.575,98","2.557,59","2.579,28","2.553,14","1,11B","0,89%"
3451,01.08.2007,"2.553,16","2.538,50","2.557,11","2.515,81","1,31B","0,30%"
3452,31.07.2007,"2.545,57","2.606,32","2.607,45","2.545,57","1,20B","-1,43%"
3453,30.07.2007,"2.582,57","2.568,14","2.592,00","2.552,31","1,05B","0,82%"
3454,27.07.2007,"2.561,56","2.599,87","2.608,99","2.561,56","1,19B","-1,45%"
3455,26.07.2007,"2.599,34","2.620,75","2.632,46","2.563,81","1,50B","-1,84%"
3456,25.07.2007,"2.648,17","2.660,19","2.665,81","2.628,15","1,11B","0,31%"
3457,24.07.2007,"2.639,86","2.673,70","2.682,40","2.634,03","1,14B","-1,89%"
3458,23.07.2007,"2.690,58","2.698,49","2.705,03","2.688,41","926,86M","0,11%"
3459,20.07.2007,"2.687,60","2.709,99","2.710,32","2.674,64","1,12B","-1,19%"
3460,19.07.2007,"2.720,04","2.716,66","2.724,74","2.710,84","988,93M","0,76%"
3461,18.07.2007,"2.699,49","2.695,28","2.699,87","2.674,26","982,99M","-0,47%"
3462,17.07.2007,"2.712,29","2.702,10","2.719,94","2.701,56","959,41M","0,55%"
3463,16.07.2007,"2.697,33","2.703,40","2.712,13","2.693,71","791,35M","-0,36%"
3464,13.07.2007,"2.707,00","2.696,96","2.707,64","2.694,09","772,29M","0,20%"
3465,12.07.2007,"2.701,73","2.662,76","2.701,73","2.662,52","984,17M","1,88%"
3466,11.07.2007,"2.651,79","2.637,12","2.652,34","2.631,89","865,48M","0,48%"
3467,10.07.2007,"2.639,16","2.657,87","2.662,55","2.637,66","990,39M","-1,16%"
3468,09.07.2007,"2.670,02","2.668,99","2.672,59","2.660,65","818,38M","0,13%"
3469,06.07.2007,"2.666,51","2.656,30","2.667,97","2.649,05","720,94M","0,37%"
3470,05.07.2007,"2.656,65","2.646,30","2.658,01","2.637,78","762,28M","0,44%"
3471,03.07.2007,"2.644,95","2.636,71","2.644,95","2.635,00","493,79M","0,48%"
3472,02.07.2007,"2.632,30","2.617,39","2.632,30","2.614,84","829,34M","1,12%"
3473,29.06.2007,"2.603,23","2.619,94","2.626,56","2.590,09","1,02B","-0,20%"
3474,28.06.2007,"2.608,37","2.606,14","2.624,60","2.604,60","891,07M","0,12%"
3475,27.06.2007,"2.605,35","2.563,83","2.605,92","2.560,45","927,87M","1,21%"
3476,26.06.2007,"2.574,16","2.589,22","2.590,89","2.566,34","963,87M","-0,11%"
3477,25.06.2007,"2.577,08","2.590,59","2.605,87","2.568,50","953,39M","-0,46%"
3478,22.06.2007,"2.588,96","2.610,36","2.612,75","2.583,24","1,59B","-1,07%"
3479,21.06.2007,"2.616,96","2.597,65","2.618,54","2.586,05","950,27M","0,65%"
3480,20.06.2007,"2.599,96","2.632,20","2.634,60","2.599,63","902,16M","-1,02%"
3481,19.06.2007,"2.626,76","2.620,31","2.631,30","2.612,42","866,18M","0,01%"
3482,18.06.2007,"2.626,60","2.631,34","2.631,45","2.617,66","765,64M","-0,00%"
3483,15.06.2007,"2.626,71","2.625,33","2.630,51","2.620,72","1,25B","1,05%"
3484,14.06.2007,"2.599,41","2.584,14","2.604,76","2.583,93","873,67M","0,66%"
3485,13.06.2007,"2.582,31","2.558,47","2.582,31","2.556,72","959,75M","1,28%"
3486,12.06.2007,"2.549,77","2.560,41","2.576,89","2.547,99","920,96M","-0,87%"
3487,11.06.2007,"2.572,15","2.569,64","2.584,82","2.566,84","737,37M","-0,05%"
3488,08.06.2007,"2.573,54","2.541,14","2.573,74","2.534,97","840,92M","1,27%"
3489,07.06.2007,"2.541,38","2.577,37","2.585,73","2.541,38","1,04B","-1,77%"
3490,06.06.2007,"2.587,18","2.599,56","2.599,56","2.578,81","891,21M","-0,92%"
3491,05.06.2007,"2.611,23","2.611,16","2.613,31","2.595,01","982,84M","-0,27%"
3492,04.06.2007,"2.618,29","2.606,05","2.619,75","2.604,85","834,22M","0,17%"
3493,01.06.2007,"2.613,92","2.614,01","2.626,40","2.608,69","842,15M","0,36%"
3494,31.05.2007,"2.604,52","2.599,47","2.607,90","2.594,29","1,13B","0,46%"
3495,30.05.2007,"2.592,59","2.556,17","2.592,59","2.551,68","918,62M","0,80%"
3496,29.05.2007,"2.572,06","2.561,04","2.576,36","2.558,40","761,70M","0,58%"
3497,25.05.2007,"2.557,19","2.547,41","2.560,03","2.544,46","666,24M","0,76%"
3498,24.05.2007,"2.537,92","2.577,21","2.585,73","2.531,28","1,04B","-1,52%"
3499,23.05.2007,"2.577,05","2.592,62","2.600,94","2.576,23","892,98M","-0,42%"
3500,22.05.2007,"2.588,02","2.580,04","2.593,03","2.573,95","859,51M","0,36%"
3501,21.05.2007,"2.578,79","2.560,93","2.587,87","2.560,85","873,93M","0,80%"
3502,18.05.2007,"2.558,45","2.548,07","2.559,03","2.540,67","956,92M","0,75%"
3503,17.05.2007,"2.539,38","2.544,32","2.547,71","2.535,47","862,22M","-0,32%"
3504,16.05.2007,"2.547,42","2.532,71","2.547,42","2.519,35","918,87M","0,88%"
3505,15.05.2007,"2.525,29","2.544,67","2.557,78","2.523,83","981,58M","-0,83%"
3506,14.05.2007,"2.546,44","2.564,05","2.568,93","2.537,92","880,74M","-0,62%"
3507,11.05.2007,"2.562,22","2.541,66","2.562,45","2.539,67","786,19M","1,12%"
3508,10.05.2007,"2.533,74","2.564,80","2.570,73","2.533,12","1,02B","-1,65%"
3509,09.05.2007,"2.576,34","2.557,63","2.579,98","2.555,71","978,35M","0,18%"
3510,08.05.2007,"2.571,75","2.563,18","2.571,75","2.551,15","877,81M","0,03%"
3511,07.05.2007,"2.570,95","2.572,64","2.580,06","2.569,22","769,64M","-0,05%"
3512,04.05.2007,"2.572,15","2.574,50","2.577,96","2.561,73","997,02M","0,26%"
3513,03.05.2007,"2.565,46","2.560,85","2.569,80","2.555,84","983,73M","0,30%"
3514,02.05.2007,"2.557,84","2.531,96","2.562,78","2.531,96","964,29M","1,04%"
3515,01.05.2007,"2.531,53","2.529,95","2.532,37","2.510,57","1,09B","0,26%"
3516,30.04.2007,"2.525,09","2.558,05","2.558,75","2.525,09","1,01B","-1,26%"
3517,27.04.2007,"2.557,21","2.554,48","2.562,99","2.550,10","974,28M","0,11%"
3518,26.04.2007,"2.554,46","2.551,49","2.560,64","2.544,12","1,11B","0,26%"
3519,25.04.2007,"2.547,89","2.533,54","2.551,39","2.523,84","1,17B","0,92%"
3520,24.04.2007,"2.524,54","2.528,39","2.529,48","2.509,26","1,04B","0,03%"
3521,23.04.2007,"2.523,67","2.525,77","2.531,40","2.518,47","872,68M","-0,11%"
3522,20.04.2007,"2.526,39","2.525,23","2.532,24","2.515,24","1,04B","0,84%"
3523,19.04.2007,"2.505,35","2.497,22","2.515,95","2.490,34","955,40M","-0,21%"
3524,18.04.2007,"2.510,50","2.507,34","2.518,21","2.499,65","931,98M","-0,26%"
3525,17.04.2007,"2.516,95","2.519,12","2.522,07","2.510,60","889,83M","-0,05%"
3526,16.04.2007,"2.518,33","2.500,55","2.519,03","2.500,55","816,45M","1,06%"
3527,13.04.2007,"2.491,94","2.479,69","2.491,94","2.468,23","845,29M","0,47%"
3528,12.04.2007,"2.480,32","2.455,72","2.480,41","2.448,71","847,09M","0,85%"
3529,11.04.2007,"2.459,31","2.477,76","2.478,51","2.452,05","887,50M","-0,74%"
3530,10.04.2007,"2.477,61","2.468,13","2.479,46","2.468,03","840,37M","0,34%"
3531,09.04.2007,"2.469,18","2.478,02","2.478,68","2.464,57","795,45M","-0,09%"
3532,05.04.2007,"2.471,34","2.457,65","2.471,34","2.455,60","700,39M","0,51%"
3533,04.04.2007,"2.458,69","2.451,94","2.461,49","2.448,69","775,19M","0,34%"
3534,03.04.2007,"2.450,33","2.432,30","2.456,17","2.432,30","878,45M","1,16%"
3535,02.04.2007,"2.422,26","2.425,36","2.427,94","2.409,04","800,62M","0,03%"
3536,30.03.2007,"2.421,64","2.419,91","2.432,20","2.403,01","965,51M","0,16%"
3537,29.03.2007,"2.417,88","2.432,50","2.433,04","2.396,83","889,17M","0,03%"
3538,28.03.2007,"2.417,10","2.427,19","2.434,32","2.413,09","863,59M","-0,83%"
3539,27.03.2007,"2.437,43","2.448,92","2.450,03","2.435,19","802,40M","-0,74%"
3540,26.03.2007,"2.455,63","2.451,60","2.455,63","2.428,00","805,96M","0,27%"
3541,23.03.2007,"2.448,93","2.451,83","2.459,96","2.447,81","778,24M","-0,11%"
3542,22.03.2007,"2.451,74","2.457,06","2.457,37","2.442,51","877,30M","-0,17%"
3543,21.03.2007,"2.455,92","2.415,54","2.455,92","2.405,39","1,00B","1,98%"
3544,20.03.2007,"2.408,21","2.394,82","2.412,64","2.393,19","824,16M","0,58%"
3545,19.03.2007,"2.394,41","2.384,66","2.399,80","2.381,55","786,53M","0,92%"
3546,16.03.2007,"2.372,66","2.376,82","2.385,32","2.364,36","1,07B","-0,25%"
3547,15.03.2007,"2.378,70","2.371,02","2.382,62","2.367,74","786,91M","0,29%"
3548,14.03.2007,"2.371,74","2.350,94","2.371,74","2.331,57","1,07B","0,90%"
3549,13.03.2007,"2.350,57","2.388,86","2.395,98","2.350,57","1,04B","-2,15%"
3550,12.03.2007,"2.402,29","2.385,14","2.404,02","2.384,39","762,52M","0,62%"
3551,09.03.2007,"2.387,55","2.403,13","2.404,80","2.375,57","837,34M","-0,01%"
3552,08.03.2007,"2.387,73","2.396,55","2.402,20","2.382,00","893,61M","0,55%"
3553,07.03.2007,"2.374,64","2.382,65","2.388,78","2.371,92","867,90M","-0,44%"
3554,06.03.2007,"2.385,14","2.363,15","2.390,14","2.361,27","966,54M","1,90%"
3555,05.03.2007,"2.340,68","2.368,00","2.377,84","2.340,40","1,03B","-1,15%"
3556,02.03.2007,"2.368,00","2.389,86","2.401,26","2.368,00","1,09B","-1,51%"
3557,01.03.2007,"2.404,21","2.377,18","2.419,15","2.359,44","1,26B","-0,49%"
3558,28.02.2007,"2.416,15","2.411,89","2.431,86","2.395,35","1,18B","0,34%"
3559,27.02.2007,"2.407,86","2.468,74","2.470,92","2.402,36","1,38B","-3,86%"
3560,26.02.2007,"2.504,52","2.525,04","2.525,98","2.492,54","833,31M","-0,42%"
3561,23.02.2007,"2.515,10","2.522,53","2.522,84","2.506,95","849,58M","-0,39%"
3562,22.02.2007,"2.524,94","2.523,36","2.531,42","2.509,06","846,07M","0,26%"
3563,21.02.2007,"2.518,42","2.503,54","2.518,42","2.500,96","850,02M","0,21%"
3564,20.02.2007,"2.513,04","2.491,75","2.514,22","2.479,92","945,34M","0,67%"
3565,16.02.2007,"2.496,31","2.491,48","2.497,92","2.482,66","850,10M","-0,03%"
3566,15.02.2007,"2.497,10","2.489,84","2.498,37","2.485,51","796,67M","0,35%"
3567,14.02.2007,"2.488,38","2.468,04","2.494,51","2.468,04","896,21M","1,16%"
3568,13.02.2007,"2.459,88","2.455,25","2.464,56","2.452,17","761,65M","0,39%"
3569,12.02.2007,"2.450,38","2.460,63","2.460,63","2.444,68","768,45M","-0,38%"
3570,09.02.2007,"2.459,82","2.491,65","2.496,52","2.453,44","932,49M","-1,16%"
3571,08.02.2007,"2.488,67","2.484,50","2.492,41","2.477,71","833,69M","-0,07%"
3572,07.02.2007,"2.490,50","2.483,73","2.495,27","2.475,57","932,60M","0,77%"
3573,06.02.2007,"2.471,49","2.475,78","2.478,24","2.454,60","911,30M","0,04%"
3574,05.02.2007,"2.470,60","2.475,03","2.481,57","2.466,18","826,44M","-0,21%"
3575,02.02.2007,"2.475,88","2.474,19","2.478,41","2.466,56","783,42M","0,30%"
3576,01.02.2007,"2.468,38","2.474,08","2.481,38","2.458,71","921,06M","0,18%"
3577,31.01.2007,"2.463,93","2.443,33","2.471,20","2.433,76","968,82M","0,62%"
3578,30.01.2007,"2.448,64","2.446,66","2.451,00","2.437,42","763,00M","0,31%"
3579,29.01.2007,"2.441,09","2.434,64","2.451,83","2.431,31","825,55M","0,23%"
3580,26.01.2007,"2.435,49","2.441,10","2.443,44","2.418,61","878,72M","0,05%"
3581,25.01.2007,"2.434,24","2.469,27","2.470,51","2.430,56","947,87M","-1,30%"
3582,24.01.2007,"2.466,28","2.443,01","2.466,28","2.440,82","937,91M","1,43%"
3583,23.01.2007,"2.431,41","2.428,26","2.447,03","2.425,98","870,67M","0,01%"
3584,22.01.2007,"2.431,07","2.454,50","2.454,66","2.422,92","823,72M","-0,83%"
3585,19.01.2007,"2.451,31","2.437,63","2.453,79","2.435,68","894,79M","0,33%"
3586,18.01.2007,"2.443,21","2.475,33","2.475,80","2.438,11","1,04B","-1,46%"
3587,17.01.2007,"2.479,42","2.487,89","2.496,93","2.475,83","997,90M","-0,74%"
3588,16.01.2007,"2.497,78","2.504,56","2.508,93","2.493,92","948,61M","-0,20%"
3589,12.01.2007,"2.502,82","2.481,72","2.502,82","2.481,54","944,80M","0,72%"
3590,11.01.2007,"2.484,85","2.464,89","2.489,46","2.463,39","1,03B","1,04%"
3591,10.01.2007,"2.459,33","2.434,04","2.461,34","2.427,90","993,04M","0,63%"
3592,09.01.2007,"2.443,83","2.443,26","2.449,87","2.423,56","958,92M","0,23%"
3593,08.01.2007,"2.438,20","2.435,25","2.445,63","2.421,13","854,18M","0,16%"
3594,05.01.2007,"2.434,25","2.445,07","2.445,07","2.420,59","934,69M","-0,78%"
3595,04.01.2007,"2.453,43","2.423,82","2.460,51","2.413,75","955,81M","1,25%"
3596,03.01.2007,"2.423,16","2.429,72","2.454,62","2.394,66","1,14B","0,33%"
3597,29.12.2006,"2.415,29","2.423,03","2.437,38","2.413,43","646,66M","-0,42%"
3598,28.12.2006,"2.425,57","2.425,32","2.432,48","2.420,91","577,50M","-0,23%"
3599,27.12.2006,"2.431,22","2.418,78","2.432,73","2.418,78","577,18M","0,73%"
3600,26.12.2006,"2.413,51","2.398,22","2.414,21","2.397,68","486,58M","0,51%"
3601,22.12.2006,"2.401,18","2.415,98","2.416,49","2.400,72","593,31M","-0,61%"
3602,21.12.2006,"2.415,85","2.430,14","2.433,13","2.408,99","806,02M","-0,48%"
3603,20.12.2006,"2.427,61","2.432,00","2.443,34","2.426,41","813,46M","-0,08%"
3604,19.12.2006,"2.429,55","2.420,08","2.437,33","2.408,85","876,53M","-0,25%"
3605,18.12.2006,"2.435,57","2.462,43","2.470,95","2.428,66","863,22M","-0,88%"
3606,15.12.2006,"2.457,20","2.467,36","2.470,02","2.455,24","1,20B","0,14%"
3607,14.12.2006,"2.453,85","2.435,75","2.461,31","2.435,75","853,30M","0,88%"
3608,13.12.2006,"2.432,41","2.444,12","2.444,12","2.423,87","808,49M","0,03%"
3609,12.12.2006,"2.431,60","2.443,03","2.444,72","2.419,32","843,56M","-0,46%"
3610,11.12.2006,"2.442,86","2.437,36","2.453,22","2.429,97","801,60M","0,23%"
3611,08.12.2006,"2.437,36","2.423,67","2.447,03","2.416,77","780,80M","0,40%"
3612,07.12.2006,"2.427,69","2.449,64","2.454,91","2.427,69","921,36M","-0,74%"
3613,06.12.2006,"2.445,86","2.447,54","2.451,86","2.436,47","857,06M","-0,27%"
3614,05.12.2006,"2.452,38","2.455,70","2.459,51","2.445,14","931,53M","0,16%"
3615,04.12.2006,"2.448,39","2.420,92","2.455,67","2.420,60","912,93M","1,46%"
3616,01.12.2006,"2.413,21","2.430,75","2.434,39","2.392,95","911,48M","-0,76%"
3617,30.11.2006,"2.431,77","2.430,75","2.441,35","2.419,23","960,93M","-0,02%"
3618,29.11.2006,"2.432,23","2.422,91","2.436,61","2.414,80","817,54M","0,81%"
3619,28.11.2006,"2.412,61","2.397,32","2.414,08","2.390,10","883,90M","0,28%"
3620,27.11.2006,"2.405,92","2.454,17","2.454,64","2.405,89","866,24M","-2,21%"
3621,24.11.2006,"2.460,26","2.449,73","2.468,42","2.449,32","302,84M","-0,23%"
3622,22.11.2006,"2.465,98","2.463,21","2.467,20","2.450,64","713,30M","0,45%"
3623,21.11.2006,"2.454,84","2.454,65","2.456,60","2.445,04","764,14M","0,09%"
3624,20.11.2006,"2.452,72","2.441,16","2.457,14","2.437,84","750,98M","0,28%"
3625,17.11.2006,"2.445,86","2.439,63","2.445,86","2.431,79","789,09M","-0,13%"
3626,16.11.2006,"2.449,06","2.447,09","2.453,35","2.438,04","888,18M","0,26%"
3627,15.11.2006,"2.442,75","2.430,14","2.452,56","2.429,68","924,79M","0,50%"
3628,14.11.2006,"2.430,66","2.408,05","2.430,83","2.394,62","759,03M","1,01%"
3629,13.11.2006,"2.406,38","2.389,52","2.408,91","2.387,88","755,59M","0,70%"
3630,10.11.2006,"2.389,72","2.378,26","2.389,72","2.373,62","726,32M","0,58%"
3631,09.11.2006,"2.376,01","2.399,28","2.401,33","2.370,60","1,06B","-0,37%"
3632,08.11.2006,"2.384,94","2.363,92","2.393,47","2.358,44","927,49M","0,38%"
3633,07.11.2006,"2.375,88","2.366,01","2.391,34","2.363,64","933,44M","0,42%"
3634,06.11.2006,"2.365,95","2.341,66","2.371,81","2.341,66","878,98M","1,51%"
3635,03.11.2006,"2.330,79","2.339,04","2.343,98","2.316,82","793,13M","-0,14%"
3636,02.11.2006,"2.334,02","2.324,48","2.339,13","2.320,84","833,34M","-0,01%"
3637,01.11.2006,"2.334,35","2.373,49","2.375,53","2.330,57","869,18M","-1,37%"
3638,31.10.2006,"2.366,71","2.368,75","2.374,64","2.355,95","860,95M","0,12%"
3639,30.10.2006,"2.363,77","2.347,21","2.371,06","2.341,03","791,79M","0,56%"
3640,27.10.2006,"2.350,62","2.375,17","2.377,34","2.347,07","1,05B","-1,20%"
3641,26.10.2006,"2.379,10","2.361,09","2.379,29","2.347,88","1,11B","0,96%"
3642,25.10.2006,"2.356,59","2.346,77","2.359,76","2.338,65","999,55M","0,50%"
3643,24.10.2006,"2.344,84","2.352,49","2.356,03","2.335,91","898,07M","-0,46%"
3644,23.10.2006,"2.355,56","2.338,15","2.364,20","2.330,61","897,51M","0,57%"
3645,20.10.2006,"2.342,30","2.340,94","2.349,36","2.329,13","916,16M","0,06%"
3646,19.10.2006,"2.340,94","2.332,54","2.345,24","2.324,43","948,98M","0,16%"
3647,18.10.2006,"2.337,15","2.355,42","2.362,09","2.330,49","1,04B","-0,33%"
3648,17.10.2006,"2.344,95","2.354,07","2.354,07","2.329,80","1,05B","-0,80%"
3649,16.10.2006,"2.363,84","2.359,19","2.368,11","2.358,01","922,52M","0,28%"
3650,13.10.2006,"2.357,29","2.344,70","2.360,23","2.341,40","984,53M","0,47%"
3651,12.10.2006,"2.346,18","2.318,28","2.346,29","2.318,28","1,02B","1,64%"
3652,11.10.2006,"2.308,27","2.304,67","2.322,07","2.292,29","976,94M","-0,31%"
3653,10.10.2006,"2.315,43","2.314,12","2.319,06","2.302,24","884,96M","0,16%"
3654,09.10.2006,"2.311,77","2.297,82","2.317,42","2.295,25","833,98M","0,51%"
3655,06.10.2006,"2.299,99","2.296,15","2.306,28","2.289,99","833,67M","-0,28%"
3656,05.10.2006,"2.306,34","2.289,53","2.306,35","2.287,61","949,38M","0,67%"
3657,04.10.2006,"2.290,95","2.239,88","2.290,98","2.239,26","1,10B","2,11%"
3658,03.10.2006,"2.243,65","2.233,01","2.251,86","2.224,21","964,20M","0,27%"
3659,02.10.2006,"2.237,60","2.257,00","2.262,67","2.235,68","892,02M","-0,92%"
3660,29.09.2006,"2.258,43","2.273,30","2.273,30","2.257,98","926,04M","-0,51%"
3661,28.09.2006,"2.270,02","2.266,93","2.273,12","2.252,91","918,41M","0,29%"
3662,27.09.2006,"2.263,39","2.256,17","2.271,00","2.254,37","1,01B","0,09%"
3663,26.09.2006,"2.261,34","2.247,72","2.261,78","2.243,67","1,01B","0,55%"
3664,25.09.2006,"2.249,07","2.227,37","2.253,45","2.212,02","917,36M","1,36%"
3665,22.09.2006,"2.218,93","2.233,55","2.233,55","2.210,13","777,92M","-0,84%"
3666,21.09.2006,"2.237,75","2.257,54","2.261,47","2.232,89","965,65M","-0,67%"
3667,20.09.2006,"2.252,89","2.242,11","2.257,28","2.242,11","1,10B","1,37%"
3668,19.09.2006,"2.222,37","2.239,86","2.239,86","2.202,93","996,99M","-0,60%"
3669,18.09.2006,"2.235,75","2.232,99","2.247,47","2.228,52","871,49M","0,01%"
3670,15.09.2006,"2.235,59","2.243,28","2.247,16","2.227,72","1,31B","0,31%"
3671,14.09.2006,"2.228,73","2.221,73","2.230,97","2.218,86","904,46M","0,05%"
3672,13.09.2006,"2.227,67","2.214,80","2.229,18","2.211,14","894,89M","0,53%"
3673,12.09.2006,"2.215,82","2.174,61","2.217,28","2.174,61","985,45M","1,96%"
3674,11.09.2006,"2.173,25","2.152,12","2.180,39","2.147,44","828,49M","0,34%"
3675,08.09.2006,"2.165,79","2.160,02","2.168,44","2.154,55","715,65M","0,49%"
3676,07.09.2006,"2.155,29","2.160,05","2.174,80","2.149,36","908,50M","-0,58%"
3677,06.09.2006,"2.167,84","2.189,70","2.190,26","2.167,63","873,02M","-1,72%"
3678,05.09.2006,"2.205,70","2.192,94","2.207,55","2.184,42","877,93M","0,57%"
3679,01.09.2006,"2.193,16","2.194,56","2.198,58","2.182,93","655,94M","0,43%"
3680,31.08.2006,"2.183,75","2.189,17","2.193,34","2.181,77","877,48M","-0,09%"
3681,30.08.2006,"2.185,73","2.175,07","2.188,55","2.167,48","797,74M","0,62%"
3682,29.08.2006,"2.172,30","2.161,96","2.173,88","2.145,22","797,68M","0,54%"
3683,28.08.2006,"2.160,70","2.140,52","2.164,22","2.139,57","664,08M","0,95%"
3684,25.08.2006,"2.140,29","2.132,17","2.152,92","2.129,25","632,45M","0,15%"
3685,24.08.2006,"2.137,11","2.142,34","2.144,33","2.122,65","692,55M","0,11%"
3686,23.08.2006,"2.134,66","2.152,91","2.160,11","2.126,75","519,32M","-0,71%"
3687,22.08.2006,"2.150,02","2.145,31","2.162,68","2.140,63","781,03M","0,11%"
3688,21.08.2006,"2.147,75","2.151,91","2.153,53","2.140,81","668,42M","-0,75%"
3689,18.08.2006,"2.163,95","2.157,14","2.165,47","2.138,45","869,33M","0,29%"
3690,17.08.2006,"2.157,61","2.144,30","2.168,11","2.141,56","958,13M","0,38%"
3691,16.08.2006,"2.149,54","2.127,06","2.149,54","2.120,11","1,02B","1,63%"
3692,15.08.2006,"2.115,01","2.092,49","2.115,01","2.089,60","864,94M","2,22%"
3693,14.08.2006,"2.069,04","2.073,01","2.092,66","2.067,69","739,81M","0,55%"
3694,11.08.2006,"2.057,71","2.066,23","2.066,23","2.049,84","693,30M","-0,68%"
3695,10.08.2006,"2.071,74","2.052,98","2.076,35","2.048,22","857,49M","0,56%"
3696,09.08.2006,"2.060,28","2.085,56","2.097,76","2.056,77","1,04B","-0,03%"
3697,08.08.2006,"2.060,85","2.079,52","2.083,90","2.054,13","951,78M","-0,56%"
3698,07.08.2006,"2.072,50","2.079,45","2.079,45","2.064,94","729,62M","-0,60%"
3699,04.08.2006,"2.085,05","2.107,83","2.119,01","2.068,80","900,00M","-0,35%"
3700,03.08.2006,"2.092,34","2.064,56","2.099,81","2.060,91","913,04M","0,65%"
3701,02.08.2006,"2.078,81","2.069,91","2.089,00","2.069,58","887,67M","0,82%"
3702,01.08.2006,"2.061,99","2.080,34","2.080,34","2.052,75","825,97M","-1,41%"
3703,31.07.2006,"2.091,47","2.087,86","2.098,24","2.082,62","1,24B","-0,13%"
3704,28.07.2006,"2.094,14","2.065,28","2.094,95","2.065,06","1,35B","1,93%"
3705,27.07.2006,"2.054,47","2.082,57","2.093,14","2.052,02","1,57B","-0,77%"
3706,26.07.2006,"2.070,46","2.066,46","2.083,96","2.053,64","1,53B","-0,17%"
3707,25.07.2006,"2.073,90","2.060,38","2.080,11","2.055,34","1,42B","0,58%"
3708,24.07.2006,"2.061,84","2.030,49","2.061,84","2.030,49","1,40B","2,05%"
3709,21.07.2006,"2.020,39","2.035,26","2.035,78","2.014,07","1,73B","-0,93%"
3710,20.07.2006,"2.039,42","2.083,83","2.084,24","2.038,71","1,49B","-1,98%"
3711,19.07.2006,"2.080,71","2.037,68","2.086,07","2.037,10","1,68B","1,83%"
3712,18.07.2006,"2.043,22","2.043,18","2.052,53","2.012,78","1,42B","0,27%"
3713,17.07.2006,"2.037,72","2.034,76","2.050,65","2.028,30","1,10B","0,02%"
3714,14.07.2006,"2.037,35","2.053,88","2.056,53","2.027,11","1,26B","-0,82%"
3715,13.07.2006,"2.054,11","2.076,39","2.090,24","2.054,10","1,45B","-1,73%"
3716,12.07.2006,"2.090,24","2.121,71","2.128,86","2.090,23","1,32B","-1,81%"
3717,11.07.2006,"2.128,86","2.110,42","2.129,47","2.095,69","1,49B","0,56%"
3718,10.07.2006,"2.116,93","2.135,96","2.142,36","2.109,18","1,16B","-0,62%"
3719,07.07.2006,"2.130,06","2.146,89","2.155,09","2.126,64","1,30B","-1,16%"
3720,06.07.2006,"2.155,09","2.156,30","2.168,54","2.148,21","1,21B","0,08%"
3721,05.07.2006,"2.153,34","2.174,69","2.190,43","2.147,12","1,16B","-1,69%"
